OBJECTID,id,d,e,datum,den,rok,mesic,zavineni,viditelnost,cas,hodina,mesic_t,doba,den_v_tydnu,alkohol,alkohol_vinik,hlavni_pricina,srazka,pricina,stav_vozovky,povetrnostni_podm,rozhled,misto_nehody,druh_komun,usmrceno_os,tezce_zran_os,lehce_zran_os,hmotna_skoda,smrt,tz,lz,smrt_dny,smrt_po,vek_skupina,chodec_pohlavi,kategorie_chodce,stav_chodce,chovani_chodce,situace_nehody,prvni_pomoc,nasledky_chodce,nazev,POINT_X,POINT_Y,GlobalID,x,y
2475,60206210182,-592358.198,-1160063.043,2/14/2021 12:00:00 AM,7,2021,2,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1710,17,únor,den,neděle,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,"na počátku deště, slabý déšť, mrholení apod.",dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,30000,0,0,1,1,,45-60,muž,muž,"pod vlivem alkoholu, obsah alkoholu v krvi 1 ‰ a více","správné, přiměřené",přecházení po vyznačeném přechodu,,lehké zranění,Brno-Líšeň,16.68617268,49.2068616770001,ea9b10b1-c7d5-4ae0-adf5-50c1ab61ae70,622816.792438098,5451820.39612025
2476,60206210191,-599067.6,-1158792.506,2/16/2021 12:00:00 AM,2,2021,2,chodcem,"ve dne, zhoršená viditelnost vlivem povětrnostních podmínek (mlha, sněžení, déšť apod.)",1715,17,únor,den,úterý,"Ano, obsah alkoholu v krvi 1,5‰ a více",ano,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,povrch mokrý,sněžení,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,20000,0,0,1,1,,33-44,muž,muž,"pod vlivem alkoholu, obsah alkoholu v krvi 1 ‰ a více",náhlá změna směru chůze,přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-Žabovřesky,16.5927456900001,49.2117609220001,98ebc9ea-c6a4-41c7-925f-6897ce10dc97,616000.590652877,5452217.56067414
2477,60206210221,-593556.622,-1160518.769,2/20/2021 12:00:00 AM,6,2021,2,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",1845,18,únor,den,sobota,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,"na počátku deště, slabý déšť, mrholení apod.",dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,30000,0,0,1,1,,61-70,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-Líšeň,16.6704856800001,49.2016384190001,9e284cd3-c159-417a-8d31-6f5a4995d507,621687.055375825,5451214.42136287
2478,60206210238,-598508.189,-1158062.014,2/23/2021 12:00:00 AM,2,2021,2,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1705,17,únor,den,úterý,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,povrch mokrý,neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,0,1,0,0,0,1,1,,33-44,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení těsně před nebo za vozidlem parkujícím,vozidlem RZP,lehké zranění,Brno-Královo Pole,16.5993006890001,49.2188332580001,74f08cd7-d0ed-42b8-b1f6-ddfd283b4637,616461.356774969,5453013.81450746
2479,60206210285,-598206.016,-1158067.305,3/6/2021 12:00:00 AM,6,2021,3,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",815,8,březen,den,sobota,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,5000,0,0,1,1,,19-24,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",jiná situace,vozidlem RZP,lehké zranění,Brno-Královo Pole,16.603432678,49.2190782760001,cb2ad586-b51a-4217-bc6d-44a7a9ae8639,616761.66018274,5453047.42078822
2480,60206210316,-595586.533,-1159845.496,3/14/2021 12:00:00 AM,7,2021,3,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",1920,19,březen,den,neděle,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,2,0,0,0,1,1,,19-24,žena,jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,lehké zranění,Brno-Židenice,16.641799684,49.205707617,1d4c186d-f4e5-418e-a5c9-e62d1cee3608,619587.683474482,5451621.0282609
2481,60206210316,-595586.533,-1159845.496,3/14/2021 12:00:00 AM,7,2021,3,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",1920,19,březen,den,neděle,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,2,0,0,0,1,1,,19-24,muž,jiná skupina,nezjištěno,žádné z uvedených,jiná situace,jinou osobou,lehké zranění,Brno-Židenice,16.641799684,49.205707617,03b7ddfd-404e-4126-9cf5-4ddefa9b6979,619587.683474482,5451621.0282609
2482,60206210333,-599674.157,-1156788.783,3/18/2021 12:00:00 AM,4,2021,3,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",640,6,březen,den,čtvrtek,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,5000,0,0,1,1,,45-60,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",vstup chodce na signál VOLNO,vozidlem RZP,lehké zranění,Brno-Královo Pole,16.5815026830001,49.229086742,fe91d7c6-b6c8-4c8b-8aed-2df2ad79025d,615141.520165938,5454126.37972503
2483,60206210345,-599087.298,-1160996.566,3/20/2021 12:00:00 AM,6,2021,3,chodcem,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",2310,23,březen,noc,sobota,"Ano, obsah alkoholu v krvi do 0,24 ‰",ano,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,30000,0,0,1,1,,24-32,muž,muž,"pod vlivem alkoholu, obsah alkoholu v krvi do 0,99 ‰,","náhlé vstoupení do vozovky z chodníku, krajnice",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-střed,16.5957336770001,49.1920369210001,80e75d72-a521-4367-9912-fb3066930af7,616264.438555732,5450029.56895093
2484,60206210350,-597608.081,-1160707.883,3/22/2021 12:00:00 AM,1,2021,3,chodcem,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",2024,20,březen,den,pondělí,"Ano, obsah alkoholu v krvi 1,5‰ a více",ano,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,30000,0,0,1,1,,45-60,muž,muž,"pod vlivem alkoholu, obsah alkoholu v krvi 1 ‰ a více","náhlé vstoupení do vozovky z chodníku, krajnice",vstup chodce na signál STŮJ,vozidlem RZP,lehké zranění,Brno-střed,16.6154866840001,49.1960481260001,700fee8e-7493-424f-ab70-eb33f6b42f98,617694.060031653,5450505.99840087
2485,60206210369,-598459.536,-1158652.408,3/26/2021 12:00:00 AM,5,2021,3,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1402,14,březen,den,pátek,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,71 a více,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-Královo Pole,16.6008366890001,49.2136020090001,ce5f430e-977d-4762-ba49-5faf688ed98b,616585.509932423,5452434.65831131
2486,60206210408,-604289.912,-1156646.697,4/4/2021 12:00:00 AM,7,2021,4,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1900,19,duben,den,neděle,Ne,ne,nesprávný způsob jízdy,srážka s jedoucím nekolejovým vozidlem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),0,1,0,70000,0,1,0,1,,45-60,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,těžké zranění,Brno-Bystrc,16.5182876850001,49.2258635920001,99c4f9b4-d0c1-4b75-b9fa-0c2aaf1376c5,610546.496230623,5453673.7762635
2487,60206210437,-601518.991,-1163497.316,4/12/2021 12:00:00 AM,1,2021,4,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1240,12,duben,den,pondělí,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,1,0,0,0,1,0,1,,0-6,dívka (do 15 let),dítě (do 15 let),dobrý - žádné nepříznivé okolnosti nebyly zjištěny,žádné z uvedených,jiná situace,vozidlem RZP,těžké zranění,Brno-Starý Lískovec,16.566271681,49.1673215760001,e393dbd5-b33e-4858-a11b-a3ef4b731fd1,614174.780053002,5447237.30059263
2488,60206210449,-600458.878,-1163344.289,4/13/2021 12:00:00 AM,2,2021,4,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1200,12,duben,den,úterý,Nezjišťován,nezjišťováno,nesprávný způsob jízdy,srážka s chodcem,nesprávné otáčení nebo couvání,"povrch suchý, neznečistěný",neztížené,dobré,parkoviště přiléhající ke komunikaci,komunikace místní,0,0,1,0,0,0,1,1,,71 a více,žena,žena,invalida,"správné, přiměřené","chůze, stání na chodníku",jinou osobou,lehké zranění,Brno-Bohunice,16.580498683,49.1697187080001,697c1002-83ca-4a28-8dc8-c0c9439bad3a,615206.269306246,5447525.32431122
2489,60206210461,-597406.897,-1161187.433,4/16/2021 12:00:00 AM,5,2021,4,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1456,14,duben,den,pátek,"Ano, obsah alkoholu v krvi 1,5‰ a více",ano,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,1,1,,33-44,muž,muž,"pod vlivem alkoholu, obsah alkoholu v krvi 1 ‰ a více","zmatené, zbrklé, nerozhodné jednání",vstup chodce na signál STŮJ,vozidlem RZP,lehké zranění,Brno-střed,16.6189376880001,49.1919549130001,e174cc47-5c50-4364-82dd-85d0a79b45f4,617955.20269128,5450056.35916019
2490,60206210475,-605490.789,-1157122.314,4/12/2021 12:00:00 AM,1,2021,4,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1410,14,duben,den,pondělí,Nezjišťován,nezjišťováno,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,1000,0,0,1,1,,12-15,dívka (do 15 let),dítě (do 15 let),dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,,lehké zranění,Brno-Bystrc,16.502608681,49.220437335,b6d96651-7e81-4376-b37b-8ce636d4fe48,609416.928742961,5453047.77675866
2491,60206210478,-599315.182,-1162423.257,4/20/2021 12:00:00 AM,2,2021,4,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",900,9,duben,den,úterý,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,1,0,10000,0,1,0,1,,71 a více,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,těžké zranění,Brno-střed,16.594732688,49.1790612250001,170615fd-8788-4c50-912f-4af234adf0ce,616221.902128731,5448585.61928645
2492,60206210512,-592397.472,-1160078.075,4/24/2021 12:00:00 AM,6,2021,4,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1800,18,duben,den,sobota,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,7-11,chlapec (do 15 let),dítě (do 15 let),dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-Líšeň,16.6856586850001,49.2066896680001,3c1ecb94-d668-4453-bdb9-6b8883ee9b23,622779.781848857,5451800.44100408
2493,60206210583,-598753.176,-1157565.127,5/6/2021 12:00:00 AM,4,2021,5,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1036,10,květen,den,čtvrtek,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,"zastávka autobusu, trolejbusu, tramvaje s nástup. ostrůvkem",komunikace sledovaná (ve vybraných městech),1,0,0,1000,1,0,0,1,,71 a více,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,usmrcení,Brno-Královo Pole,16.5952226800001,49.2230384580001,e728e6fd-e570-4a71-9edc-4740b97a233f,616154.548634063,5453475.00822313
2494,60206210586,-592750.773,-1163210.471,5/5/2021 12:00:00 AM,3,2021,5,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1430,14,květen,den,středa,Nezjišťován,nezjišťováno,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,parkoviště přiléhající ke komunikaci,"komunikace účelová - ostatní (parkoviště, odpočívky apod.",0,1,0,0,0,1,0,1,,24-32,muž,muž,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,těžké zranění,Brno-Slatina,16.6854146800001,49.178343189,fc8b8aa4-7d78-4889-93ab-479ab616376f,622832.18916533,5448648.99334952
2495,60206210604,-600397.858,-1163268.578,5/9/2021 12:00:00 AM,7,2021,5,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1850,18,květen,den,neděle,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,19-24,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,špatný odhad vzdálenosti a rychlosti vozidla,jiná situace,vozidlem RZP,lehké zranění,Brno-Bohunice,16.5812186800001,49.170454755,b69b19a9-68d0-4f6b-b149-8155e70aa562,615257.040668178,5447608.24100326
2496,60206210617,-596609.439,-1158726.714,4/29/2021 12:00:00 AM,4,2021,4,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",902,9,duben,den,čtvrtek,Nezjišťován,nezjišťováno,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,1,1,,71 a více,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",vstup chodce na signál VOLNO,jinou osobou,lehké zranění,Brno-sever,16.626195099,49.214724796,ea81fbcb-617a-47ba-8713-79a26b339336,618429.554094767,5452598.8573421
2497,60206210638,-597391.131,-1153908.892,5/14/2021 12:00:00 AM,5,2021,5,řidičem nemotorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1940,19,květen,den,pátek,Ne,ne,nepřiměřená rychlost jízdy,srážka s chodcem,"nepřizpůsobení rychlosti dopravně technickému stavu vozovky (zatáčka, klesání, stoupání, šířka vozovky apod.)",povrch mokrý,neztížené,dobré,žádné nebo žádné z uvedených,komunikace účelová - polní a lesní cesty atd.,0,0,1,1000,0,0,1,1,,71 a více,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",jiná situace,vozidlem RZP,lehké zranění,Brno-Řečkovice a Mokrá Hora,16.608418681,49.2570439630001,85408e8e-ce34-489a-b902-3028ec3dcae4,617034.965396345,5457275.52515379
2498,60206210651,-598405.071,-1164153.281,5/17/2021 12:00:00 AM,1,2021,5,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1547,15,květen,den,pondělí,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,povrch mokrý,neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,2,20000,0,0,1,1,,16-18,žena,jiná skupina,"nepozornost, roztržitost","náhlé vstoupení do vozovky z chodníku, krajnice",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-jih,16.609694684,49.1644744160001,01c83dc7-aedc-4559-83be-7aa8514494af,617346.749916809,5446987.19691949
2499,60206210651,-598405.071,-1164153.281,5/17/2021 12:00:00 AM,1,2021,5,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1547,15,květen,den,pondělí,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,povrch mokrý,neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,2,20000,0,0,1,1,,12-15,dívka (do 15 let),jiná skupina,"nepozornost, roztržitost","náhlé vstoupení do vozovky z chodníku, krajnice",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-jih,16.609694684,49.1644744160001,58a862bd-0852-4c73-9698-acf871f95346,617346.749916809,5446987.19691949
